partition,offset,timestamp,timestampType,key,value,headers,exceededFields
1,186,1730403647023,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[75409],""data"":[[""2024-10-31 19:40:47"",4939976756738216,""fraud_Gerhold LLC"",""home"",36.97,""Michelle"",""Johnston"",""F"",""3531 Hamilton Highway"",""Roma"",""TX"",78584,26.4215,-99.0025,18128,""IT trainer"",""1990-11-07"",""f2d7e3f002a0d3ff996cd8b08b0f5cd7"",1730403647362,26.288472,-99.055366,0]]}",[],null
1,185,1730403629511,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[346521],""data"":[[""2024-10-31 19:40:29"",30230540139182,""fraud_Schamberger-O'Keefe"",""grocery_pos"",112.22,""Hayden"",""Sanders"",""M"",""8465 Reed Green Suite 559"",""Montandon"",""PA"",17850,40.9661,-76.8575,645,""Orthoptist"",""1974-05-18"",""0a59995282b7e639ee58240501e075cd"",1730403629837,40.983226,-77.625953,0]]}",[],null
1,184,1730403611973,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[305552],""data"":[[""2024-10-31 19:40:12"",374497717543058,""fraud_Ratke and Sons"",""health_fitness"",72.45,""Linda"",""Hurst"",""F"",""31701 Tucker Square Suite 893"",""Wilton"",""ND"",58579,47.1709,-100.7944,1190,""Designer, ceramics/pottery"",""1948-06-30"",""09ba6d8f2886ca8e47376c7755f4a76f"",1730403612334,47.345669,-100.845963,0]]}",[],null
1,183,1730403594488,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[18289],""data"":[[""2024-10-31 19:39:54"",4874017206859125,""fraud_Bins, Balistreri and Beatty"",""shopping_pos"",4.58,""Lauren"",""Williams"",""F"",""065 Jones Stravenue"",""Lake Oswego"",""OR"",97034,45.4093,-122.6847,42817,""Planning and development surveyor"",""1982-05-28"",""36d7fc17bfbdaeea009349b327c5b8b6"",1730403594809,45.37548,-122.972829,0]]}",[],null
1,182,1730402402540,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[56868],""data"":[[""2024-10-31 19:20:02"",""4689147265057948423"",""fraud_Predovic Inc"",""shopping_net"",4.08,""Steven"",""Brooks"",""M"",""2622 Reynolds Isle"",""Manley"",""NE"",68403,40.9207,-96.168,206,""Human resources officer"",""1967-10-04"",""3e2995403645df2dfc084c1cf663967d"",1730402402890,40.174518,-97.064699,0]]}",[],null
1,181,1730402385018,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[238256],""data"":[[""2024-10-31 19:19:45"",377895991033232,""fraud_Lynch Ltd"",""shopping_pos"",41.77,""Kimberly"",""Myers"",""F"",""6881 King Isle Suite 228"",""Higganum"",""CT"",6441,41.4682,-72.5751,5438,""Librarian, academic"",""1964-11-17"",""f1f0b4bd2cbef98b6a77496541c0f62b"",1730402385359,42.280317,-72.592181,0]]}",[],null
1,180,1730402367511,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[294618],""data"":[[""2024-10-31 19:19:27"",4342532437704183,""fraud_Halvorson Group"",""misc_pos"",5.97,""Kevin"",""Elliott"",""M"",""1852 Vincent Isle Suite 328"",""Newark Valley"",""NY"",13811,42.2281,-76.1625,4354,""Further education lecturer"",""1994-02-16"",""400d51b5ce4f0520abde3be7afa43a96"",1730402367844,41.550182,-76.615087,0]]}",[],null
1,179,1730394966338,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[203406],""data"":[[""2024-10-31 17:16:06"",180064817343047,""fraud_Lubowitz-Walter"",""kids_pets"",24.51,""Patricia"",""Gonzalez"",""F"",""8973 Mark Drive"",""Stephensport"",""KY"",40170,37.9048,-86.524,344,""Chartered public finance accountant"",""1967-03-30"",""cdf17b9400d4d8e91327710a0ed74e94"",1730394966266,38.216855,-87.054975,0]]}",[],null
1,178,1730394948925,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[291885],""data"":[[""2024-10-31 17:15:48"",370877495212014,""fraud_Gutmann-Upton"",""misc_pos"",159.13,""Sarah"",""Clark"",""F"",""25961 Beverly Union Apt. 042"",""North Wilkesboro"",""NC"",28659,36.2017,-81.1286,21134,""Dispensing optician"",""1984-03-06"",""53190115bc01f87199d5484edfe7cf1e"",1730394948765,35.501234,-80.723767,0]]}",[],null
1,177,1730394931414,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[47344],""data"":[[""2024-10-31 17:15:31"",4777065439639721,""fraud_Wiza LLC"",""misc_pos"",33.84,""Peter"",""Caldwell"",""M"",""08966 Beltran Route Suite 905"",""Oaks"",""PA"",19456,40.1334,-75.4536,737,""Oceanographer"",""1987-04-24"",""65ae906aaa79db32ebbd027fc511266e"",1730394931263,39.332999,-75.122668,0]]}",[],null
1,176,1730394804952,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[272403],""data"":[[""2024-10-31 17:13:24"",30546453310167,""fraud_Hirthe-Beier"",""health_fitness"",2.08,""Nicholas"",""Tran"",""M"",""672 Randall Burg Suite 551"",""Belmont"",""NH"",3220,43.4512,-71.489,7430,""Scientist, research (medical)"",""1955-01-13"",""6ec0c070d29b6eacf87aa691ebc6de2f"",1730394804763,43.274576,-71.747937,0]]}",[],null
1,175,1730394787451,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[74561],""data"":[[""2024-10-31 17:13:07"",3528407217576457,""fraud_Johnston, Nikolaus and Maggio"",""grocery_net"",52.75,""Patricia"",""Leach"",""F"",""71309 Martinez Stravenue"",""Kingsport"",""TN"",37663,36.4715,-82.4834,87124,""Warden/ranger"",""1987-02-14"",""6cef751db8f7c11433acfa9e9848bc7f"",1730394787146,35.754517,-82.249762,0]]}",[],null
1,174,1730394145733,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[215374],""data"":[[""2024-10-31 17:02:25"",30030380240193,""fraud_Lang, Towne and Schuppe"",""kids_pets"",49.86,""William"",""Jenkins"",""M"",""50614 Kevin Point"",""Harper"",""TX"",78631,30.2816,-99.241,2395,""Pharmacist, community"",""1993-11-17"",""0c992ed54752722f1cda2e8f2c353719"",1730394145666,29.929395,-98.731527,0]]}",[],null
1,173,1730394128229,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[80634],""data"":[[""2024-10-31 17:02:08"",630424987505,""fraud_Daugherty, Pouros and Beahan"",""shopping_pos"",1.88,""Jennifer"",""Black"",""F"",""2870 Bean Terrace Apt. 756"",""Thomas"",""WV"",26292,39.1505,-79.503,836,""Forensic psychologist"",""1981-08-29"",""4afd6bd81715146746c95b4671122142"",1730394128139,38.887916,-78.613111,0]]}",[],null
1,172,1730394007930,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[75721],""data"":[[""2024-10-31 17:00:07"",3502088871723054,""fraud_Hermann-Gaylord"",""misc_pos"",9.38,""Scott"",""Martin"",""M"",""31472 Cody Place Suite 740"",""Kensington"",""MD"",20895,39.0298,-77.0793,19054,""Operations geologist"",""1976-09-08"",""0a758162c78cbe50ac0b2153af8b8b73"",1730394007857,38.823002,-76.232641,0]]}",[],null
1,171,1730393990411,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[221784],""data"":[[""2024-10-31 16:59:50"",213102873001603,""fraud_Welch Inc"",""misc_net"",8.32,""Joanne"",""Padilla"",""F"",""477 Alejandro Knolls Suite 828"",""Gardiner"",""OR"",97441,43.7857,-124.1437,260,""Engineer, maintenance"",""1956-09-01"",""58a40d77f286047552387d09594142a1"",1730393990319,44.367208,-124.90346,0]]}",[],null
1,170,1730393765760,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[545501],""data"":[[""2024-10-31 16:56:05"",6011893664860915,""fraud_Gutmann-Upton"",""misc_pos"",2.45,""Erin"",""Chavez"",""F"",""3379 Williams Common"",""Littleton"",""CO"",80120,39.5994,-105.0044,320420,""Water engineer"",""1975-07-31"",""d948142f083386eb9b583b63b7fb1fde"",1730393765679,39.289788,-104.76736,0]]}",[],null
1,169,1730393748149,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[287788],""data"":[[""2024-10-31 16:55:48"",6534628260579800,""fraud_Predovic Inc"",""shopping_net"",7.9,""Christine"",""Harris"",""F"",""29606 Martinez Views Suite 653"",""Hinesburg"",""VT"",5461,44.3346,-73.098,4542,""Claims inspector/assessor"",""1998-03-19"",""06a7891cfe71dfaa9ce0ea9d2e7f717e"",1730393748075,44.912921,-72.572685,0]]}",[],null
1,168,1730393730602,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[406987],""data"":[[""2024-10-31 16:55:30"",""4906628655840914250"",""fraud_Lind, Huel and McClure"",""gas_transport"",67.27,""Charles"",""Moreno"",""M"",""838 Franklin Prairie Apt. 902"",""Key West"",""FL"",33040,24.6557,-81.3824,32891,""Town planner"",""1987-02-13"",""dab61b52848b77feca442b4b09ceacbc"",1730393730539,23.656431,-82.081227,0]]}",[],null
1,167,1730393713082,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[76563],""data"":[[""2024-10-31 16:55:13"",375082648741747,""fraud_Conroy-Cruickshank"",""gas_transport"",61.47,""Shannon"",""Bell"",""F"",""2918 David Spurs"",""Georgetown"",""MN"",56546,47.0999,-96.727,346,""Research officer, trade union"",""1976-12-14"",""a6fd453023c44e35bfd1dc7017823771"",1730393713016,47.666807,-97.327691,0]]}",[],null
1,166,1730393271321,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[537000],""data"":[[""2024-10-31 16:47:51"",4670613943676271,""fraud_Rowe, Batz and Goodwin"",""grocery_pos"",86.85,""Bianca"",""Novak"",""F"",""0953 David Skyway"",""Cuthbert"",""GA"",39840,31.7706,-84.7936,5726,""Fitness centre manager"",""1947-08-14"",""e42360ef88a0d51e651a7aa5cb64d1fe"",1730393271251,31.589473,-85.370147,0]]}",[],null
1,165,1730393253896,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[300975],""data"":[[""2024-10-31 16:47:33"",3598215285024754,""fraud_Towne LLC"",""misc_pos"",37.51,""Ashley"",""Lopez"",""F"",""9333 Valentine Point"",""Bellmore"",""NY"",11710,40.6729,-73.5365,34496,""Librarian, public"",""1970-10-21"",""6a9b7010fa49718f1eda57510f92bc90"",1730393253818,40.640432,-73.91912,0]]}",[],null
1,164,1730393235638,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[377142],""data"":[[""2024-10-31 16:47:15"",4169759661243568,""fraud_Bernhard-Lesch"",""food_dining"",41.23,""Jamie"",""Carr"",""F"",""55363 Aaron Circle Suite 450"",""Lawn"",""PA"",17041,40.2236,-76.538,213,""Special educational needs teacher"",""1972-02-15"",""c7607e51893c861343a1b5c7bff2cd73"",1730393235561,40.921518,-77.024285,0]]}",[],null
1,163,1730393157350,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[99805],""data"":[[""2024-10-31 16:45:57"",""4512828414983801773"",""fraud_Lockman Ltd"",""grocery_pos"",93.22,""Monica"",""Cohen"",""F"",""864 Reynolds Plains"",""Uledi"",""PA"",15484,39.8936,-79.7856,328,""Tree surgeon"",""1983-07-25"",""b9b4a71969166c4b0f84ff0a51a74c21"",1730393157237,40.337388,-79.402074,0]]}",[],null
1,162,1730393139879,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[114589],""data"":[[""2024-10-31 16:45:39"",340953839692349,""fraud_Runte, Green and Emard"",""health_fitness"",36.75,""Tyler"",""Wright"",""M"",""615 Clarke Spring Apt. 172"",""Warren"",""MI"",48088,42.5164,-82.9832,134056,""Doctor, hospital"",""1980-05-18"",""1a2760b400341ce9723371eb5cc06582"",1730393139805,42.82031,-83.927055,0]]}",[],null
1,161,1730393122436,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[503020],""data"":[[""2024-10-31 16:45:22"",213112402583773,""fraud_Fahey Inc"",""kids_pets"",60.26,""Ana"",""Howell"",""F"",""4664 Sanchez Common Suite 930"",""Bradley"",""SC"",29819,34.0326,-82.2027,1523,""Research scientist (physical sciences)"",""1984-06-03"",""60ee02bfea63305dac96f81649e563bb"",1730393122360,33.867683,-81.393652,0]]}",[],null
1,160,1730393104972,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[458495],""data"":[[""2024-10-31 16:45:04"",3533177016567295,""fraud_Thiel-Thiel"",""entertainment"",49.77,""Derek"",""Bentley"",""M"",""782 Lee Crossing Apt. 209"",""Weeping Water"",""NE"",68463,40.8731,-96.1528,1517,""Dealer"",""1951-11-08"",""6e89bcb9b095300112bd94f43c6df222"",1730393104894,40.233998,-96.711714,0]]}",[],null
1,159,1730393087506,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[379259],""data"":[[""2024-10-31 16:44:47"",346273234529002,""fraud_Bogisich-Homenick"",""misc_net"",194.85,""Donna"",""Moreno"",""F"",""32301 Albert River Suite 364"",""Ronceverte"",""WV"",24970,37.7418,-80.4626,4575,""Statistician"",""1991-10-22"",""5b5b591e7246349d9c28eee364022eeb"",1730393087432,38.05807,-80.894685,0]]}",[],null
1,158,1730393070081,"""CREATE_TIME""","""dummy""","{""columns"":[""trans_date_trans_time"",""cc_num"",""merchant"",""category"",""amt"",""first"",""last"",""gender"",""street"",""city"",""state"",""zip"",""lat"",""long"",""city_pop"",""job"",""dob"",""trans_num"",""unix_time"",""merch_lat"",""merch_long"",""is_fraud""],""index"":[290693],""data"":[[""2024-10-31 16:44:30"",4424338559877976,""fraud_Doyle Ltd"",""grocery_pos"",152.65,""Denise"",""Barnett"",""F"",""23220 Eaton Harbors"",""Kirby"",""OH"",43330,40.813,-83.4196,118,""Private music teacher"",""1957-11-12"",""c57d8c8e33ea5f65047d3babbd654dbf"",1730393070003,40.916408,-82.613084,0]]}",[],null
